Ministère;Instance;Texte(s) institutif(s);Nombre de membres;Coût de fonctionnement 2012 (k€);Coût de fonctionnement 2013 (k€);Coût de fonctionnement 2014 (k€);Nombre de réunions 2012;Nombre de réunions 2013;Nombre de réunions 2014;Justification de l’évolution des coûts de fonctionnement / Observations
Travail, emploi, formation professionnelle et dialogue social;Commission nationale de conciliation;Article L. 2522-1 du code du travail;12;0;0;0;0;0;0;Suppression décidée par les réunions du CIMAP des 14, 20 et 21 juin 2013.
Travail, emploi, formation professionnelle et dialogue social;Commission nationale de la certification professionnelle;Articles L. 335-6, R. 335-24 et suivants du code de l’éducation;32;54;36;33;18;21;52;
Travail, emploi, formation professionnelle et dialogue social;Commission nationale de la négociation collective;Articles L. 2271-1, L. 2272-1 et L. 2272-2 et R. 2272-1 et suivants du code du travail;40;0;1.9;0;16;13;0;
Travail, emploi, formation professionnelle et dialogue social;Commissions professionnelles consultatives;Articles L. 335-6 et R. 338-1 du code de l'éducation Arrêté du 2 juillet 2009 relatif à la composition et au fonctionnement des commissions professionnelles consultatives instituées auprès du ministère chargé de l'emploi;20;1244;0;1244;90;0;42;
Travail, emploi, formation professionnelle et dialogue social;Conseil d'orientation de la participation, de l'intéressement, de l'épargne salariale et de l'actionnariat salarié;Articles L.3346-1 et D.3346-1 et suivants du code du travail;35;0;0;0;0;0;0;
Travail, emploi, formation professionnelle et dialogue social;Conseil d'orientation sur les conditions de travail;Articles R. 4641-1 et suivants du code du travail;54;45;2.5;0;45;70;0;
Travail, emploi, formation professionnelle et dialogue social;Conseil national de l'emploi, de la formation et de l'orientation professionnelles;Article L.6123-1 du code du travail (issu de la loi n°2014-288 du 5 mars 2014 relative à la formation professionnelle, à l'emploi et à la démocratie sociale) Décret n°2014-965 du 22 août 2014 relatif aux missions, à la composition et au fonctionnement du conseil national de l'emploi, de la formation et de l'orientation professionnelles;57;;-;0;;-;0;
Travail, emploi, formation professionnelle et dialogue social;Conseil national de l'insertion par l'activité économique;Loi n° 91-1 du 3 janvier 1991 tendant au développement de l'emploi par la formation dans les entreprises, l'aide à l'insertion sociale et professionnelle et l'aménagement du temps de travail, pour l'application du troisième plan pour l'emploi Décret n° 91-422 du 7 mai 1991 relatif au conseil national de l'insertion par l'activité économique;42;7;6.9;6;2;4;3;3 réunions plénières. Le CNIAE a mis en place 4 groupes de travail thématiques.
Travail, emploi, formation professionnelle et dialogue social;Conseil supérieur de la prud'homie;Articles L. 1431-1 et R. 1431-1 et suivants du code du travail;24;0;4.8;5.2;0;3;2;
Travail, emploi, formation professionnelle et dialogue social;Haut conseil du dialogue social;Articles L. 2122-11 et R.* 2122-1 et suivants du code du travail Décret n° 2008-1163 du 13 novembre 2008 relatif au Haut conseil du dialogue social;16;0;4.8;0;8;11;0;
Intérieur;Comité de pilotage de la formation de la gendarmerie nationale;Arrêté du 20 août 2009 portant création du comité de pilotage de la formation de la gendarmerie nationale;7;0;0;0;;1;2;
Intérieur;Commission chargée de vérifier l'aptitude des personnes nommées dans le corps des sous-préfets;Décret n° 64-260 du 14 mars 1964 modifié portant statut des sous-préfets;6;9.5;0;0.1;2;1;0;
Intérieur;Commission compétente pour l'attribution de la qualité d'officier de police judiciaire aux fonctionnaires du corps d'encadrement et d'application de la police nationale;Articles 16 à 16-3 du code de procédure pénale;25;0;63.97;58.7;;4;6;Fusion prévue par l’article 21 de loi n° 2015-177 du 16 février 2015 relative à la modernisation et à la simplification du droit et des procédures dans les domaines de la justice et des affaires intérieures (habilitation). L’ordonnance n° 2015-952 du 31 juillet 2015 relative à la fusion des commissions compétentes pour l’attribution de la qualité d’officier de police judiciaire aux militaires de la gendarmerie nationale et aux fonctionnaires du corps d’encadrement et d’application de la police nationale prévoit cette fusion, en renvoyant à un décret.
Intérieur;Commission compétente pour l'attribution de la qualité d'officier de police judiciaire aux militaires de la gendarmerie;Articles 16 et R. 3 à R. 7 du code de procédure pénale;10;0;11.86;12.63;;2;2;Fusion prévue par l’article 21 de loi n° 2015-177 du 16 février 2015 relative à la modernisation et à la simplification du droit et des procédures dans les domaines de la justice et des affaires intérieures (habilitation). L’ordonnance n° 2015-952 du 31 juillet 2015 relative à la fusion des commissions compétentes pour l’attribution de la qualité d’officier de police judiciaire aux militaires de la gendarmerie nationale et aux fonctionnaires du corps d’encadrement et d’application de la police nationale prévoit cette fusion, en renvoyant à un décret.
Intérieur;Commission consultative des jeux de cercle et de casinos;Loi n° 2010-476 du 12 mai 2010 relative à l'ouverture à la concurrence et à la régulation du secteur des jeux d'argent et de hasard en ligne Décret n° 2011-252 du 9 mars 2011 relatif au comité consultatif des jeux;12;3.93;3.9;3.9;7;7;9;
Intérieur;Commission consultative des polices municipales;Loi n° 99-291 du 15 avril 1999 relative aux polices municipales Articles L. 514-1 et R. 514-1 du code de la sécurité intérieure;24;3.05;0;2.7;1;0;1;
Intérieur;Commission de labellisation (label diversité);Décret n° 2008-1344 du 17 décembre 2008 relatif à la création d'un label en matière de promotion de la diversité et de prévention des discriminations dans le cadre de la gestion des ressources humaines et à la mise en place d'une commission de labellisation Décret n°2014-335 du 14 mars 2014 relatif à la commission de labellisation du label diversité;20;0;0;0;7;6;5;
Intérieur;Commission de labellisation (label Français langue d'intégration);Décret n° 2011-1266 du 11 octobre 2011 relatif à la création d'un label qualité intitulé « Français langue d'intégration »;10;0;0;0;8;6;4;
Intérieur;Commission de recours contre les décisions de refus de visa d'entrée en France;Décret n° 2000-1093 du 10 novembre 2000 instituant une commission de recours contre les décisions de refus de visa d'entrée en France Articles D. 211-5 et suivants du code de l’entrée et du séjour des étrangers et du droit d’asile Arrêté du 4 décembre 2009 relatif aux modalités de fonctionnement de la commission de recours contre les décisions de refus de visa d'entrée en France;5;19.2;29.05;28.61;50;64;61;
Intérieur;Commission de révision du nom des communes;Arrêté ministériel du 13 août 1948 instituant auprès du ministère de l’Intérieur une commission de révision du nom des communes;8;0;0;0;;0;1;Commission renouvelée pour 5 ans par le décret n° 2015-628 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’intérieur.
Intérieur;Commission interministérielle chargée de donner un avis sur la reconnaissance d'équivalence pour l'exercice de la profession d'enseignant de la conduite automobile et de la sécurité routière;Arrêté du 18 février 2002 instituant une commission interministérielle chargée de donner un avis sur la reconnaissance d'équivalence entre les titres, diplômes ou certificats d'enseignant de la conduite des véhicules à moteur et de la sécurité routière délivrés dans les États n'appartenant ni à l'Union européenne ni à l'Espace économique européen et le brevet pour l'exercice de la profession d'enseignant de la conduite automobile et de la sécurité routière;4;0;0;0;;0;0;
Intérieur;Commission interministérielle pour le logement des populations immigrées;Arrêté du 9 juin 1998 relatif à la commission interministérielle pour le logement des populations immigrées;6;0;0;0;4;4;3;
Intérieur;Commission nationale consultative de la sécurité des transports de fonds;Articles D. 613-76 et suivants du code de la sécurité intérieure Arrêté du 22 novembre 2012 relatif à la composition de la commission consultative de la sécurité des transports de fonds;36;0;0;0;0;1;2;
Intérieur;Commission nationale consultative de prévention des violences lors des manifestations sportives;Articles L. 332-18 et R. 332-10 et suivants du code du sport Loi n° 2006-784 du 5 juillet 2006 relative à la prévention des violences lors des manifestations sportives;8;0;0;0;0;1;0;
Intérieur;Commission nationale d'examen des circuits de vitesse;Articles R. 331-35 à R. 331-44 du code du sport;8;0.7;0;0.9;14;0;9;Commission renouvelée pour 5 ans par le décret n° 2015-628 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’intérieur.
Intérieur;Commission nationale de la vidéoprotection;Articles L. 251-5 à L. 251-7 inclus et L. 252-4 du code de la sécurité intérieure Décret n° 2011-877 du 25 juillet 2011 relatif à la commission nationale de la vidéoprotection;20;0;0;0;;1;0;Suppression décidée par les réunions du CIMAP des 14, 20 et 21 juin 2013.
Intérieur;Commission nationale de protection et de réinsertion;Article 706-63-1 du code de procédure pénale Décret n°2014-346 du 17 mars 2014 relatif à la protection des personnes mentionnées à l'article 706-63-1 du code de procédure pénale bénéficiant d'exemptions ou de réductions de peines;7;-;0;0;-;0;0;
Intérieur;Commission nationale des experts en automobile;Articles L. 326-5, R. 326-14 et D. 326-15 du code de la route;13;0;0;0;0;0;0;
Intérieur;Commission pour la désignation des agents des services fiscaux des catégories A et B habilités à effectuer des enquêtes judiciaires;Articles 28-2 et R. 15-33-29-5 et suivants du code de procédure pénale;9;0;0;0;0;0;2;
Intérieur;Commission spécialisée nationale chargée de la mise en œuvre de la reconnaissance, de la validation et des équivalences des formations et expériences des sapeurs-pompiers volontaires;Loi n° 2011-851 du 20 juillet 2011 relative à l'engagement des sapeurs-pompiers volontaires et à son cadre juridique;0;0;0;1.5;;0;6;
Intérieur;Commission technique consultative sur les demandes d'agrément des dispositifs de nouvelles technologies et de transports de fonds;Articles R. 613-47 et R. 613-57 du code de la sécurité intérieure;6;0;0;0;0;0;0;Commission renouvelée pour 5 ans par le décret n° 2015-628 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’intérieur.
Intérieur;Conférence nationale des services d'incendie et de secours;Loi n° 2004-811 du 13 août 2004 de modernisation de la sécurité civile Décret n° 2004-1156 du 29 octobre 2004 relatif à la composition et au fonctionnement de la conférence nationale des services d'incendie et de secours;35;7.8;8.34;2.5;6;4;2;
Intérieur;Conseil national de la formation des élus locaux;Articles L. 1221-1 et R. 1221-1 et suivants du code général des collectivités territoriales;24;0;3.68;8.78;;2;6;
Intérieur;Conseil national de la sécurité routière;Décret n° 2001-784 du 28 août 2001 portant création du conseil national de la sécurité routière et modifiant le décret n° 75-360 du 15 mai 1975 relatif au comité interministériel de la sécurité routière;53;0;0;0;;4;2;Commission renouvelée pour 5 ans par le décret n° 2015-628 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’intérieur.
Intérieur;Conseil national de sécurité civile;Articles D. 711-1 et suivants du code de la sécurité intérieure;55;0;0;0;0;0;0;
Intérieur;Conseil national des opérations funéraires;Articles L. 1241-1 R. 1241-1 et suivants du code général des collectivités territoriales;29;0;0.8;3.5;;0;1;
Intérieur;Conseil national des sapeurs-pompiers volontaires;Loi n° 2011-851 du 20 juillet 2011 relative à l'engagement des sapeurs-pompiers volontaires et à son cadre juridique Décret n° 2012-154 du 30 janvier 2012 relatif au conseil national des sapeurs-pompiers volontaires;19;0;0.1;0.06;;6;4;
Intérieur;Conseil supérieur de l'éducation routière;Articles D. 214-1 et suivants du code de la route;28;0;0;0;;2;2;Commission renouvelée pour 5 ans par le décret n° 2015-628 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’intérieur.
Intérieur;Conseil supérieur de la fonction publique territoriale;Loi n° 84-53 du 26 janvier 1984 modifiée portant dispositions statutaires relatives à la fonction publique territoriale Décret n° 84-346 du 10 mai 1984 relatif au conseil supérieur de la fonction publique territoriale;40;0;96.36;70.55;;83;79;
Intérieur;Groupe de travail sur l'amélioration du contrôle et de l'organisation des bases de données de police;Arrêté du 20 octobre 2009 modifié portant création d'un groupe de travail sur l'amélioration du contrôle et de l'organisation des bases de données de police;30;0;0;0;1;2;1;
Intérieur;Observatoire national du secourisme;Décret n° 97-48 du 20 janvier 1997 portant diverses mesures relatives au secourisme;17;1.75;0;0;15;0;0;Commission renouvelée pour 5 ans par le décret n° 2015-628 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’intérieur.
Agriculture, agroalimentaire et forêt;Comité de surveillance biologique du territoire;Articles L. 251-1 et D. 251-1 et suivants du code rural et de la pêche maritime;20;0;4;2;2;2;1;
Agriculture, agroalimentaire et forêt;Comité national de gestion des risques en agriculture;Articles L. 361-8 et D. 361-8 et suivants du code rural et de la pêche maritime;18;0.12;0.23;0.67;6;6;6;L'écart des coûts de fonctionnement entre 2013 et 2014 se justifie par la régularisation d'une note de frais.
Agriculture, agroalimentaire et forêt;Comité national de la gestion des risques en forêt;Articles L. 261-4, D. 351-1 et D. 351-2 du code forestier;13;0;0;0;2;1;1;
Agriculture, agroalimentaire et forêt;Comité technique permanent de la sélection des plantes cultivées;Articles D. 661-1 à D. 661-11 du code rural et de la pêche maritime;60;0;0;0;;50;50;Commission renouvelée pour 5 ans par le décret n° 2015-621 du 4 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’agriculture, de l’agroalimentaire et de la forêt
Agriculture, agroalimentaire et forêt;Commission consultative de la statistique agricole;Décret n° 57-178 du 15 février 1957 modifié portant réorganisation de la statistique agricole;50;0;0;0;1;1;1;
Agriculture, agroalimentaire et forêt;Commission consultative paritaire nationale des baux ruraux;Articles L. 411-11 et R. 414-5 du code rural et de la pêche maritime;22;0;0;0;0;0;0;
Agriculture, agroalimentaire et forêt;Commission de conciliation dans les professions agricoles;Articles L. 2522-1 à L. 2522-7 du code du travail;13;0;0;0;0;0;0;Suppression décidée par le CIMAP du 17 juillet 2013
Agriculture, agroalimentaire et forêt;Commission de la prévention des accidents du travail des non-salariés agricoles;Articles L. 752-29 et R. 752-85 du code rural et de la pêche maritime;23;0;0;0;1;1;1;Fusion décidée par le CIMAP du 17 juillet 2013 avec la Commission nationale de prévention des accidents du travail et des maladies professionnelles des salariés agricoles au sein du Conseil supérieur des prestations sociales agricoles
Agriculture, agroalimentaire et forêt;Commission des calamités agricoles des départements d'outre-mer;Article L. 371-27 du code rural et de la pêche maritime;18;0;0;0;0;0;0;
Agriculture, agroalimentaire et forêt;Commission des comptes de l'agriculture de la Nation;Décret n° 2001-863 du 14 septembre 2001 relatif à la commission des comptes de l'agriculture de la nation;22;1;1;2.7;2;2;2;
Agriculture, agroalimentaire et forêt;Commission des produits phytopharmaceutiques, des matières fertilisantes et des supports de culture;Article R. 253-4 du code rural;75;0;0;0;1;1;1;Commission renouvelée pour 5 ans par le décret n° 2015-621 du 4 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’agriculture, de l’agroalimentaire et de la forêt
Agriculture, agroalimentaire et forêt;Commission nationale d'amélioration génétique, commissions et comités en dépendant;Articles D. 653-1, D. 653-2 et D. 653-3 du code rural et de la pêche maritime;111;0;0;0;12;11;23;Les membres de cette commission ne sont ni rémunérés ni indemnisés.
Agriculture, agroalimentaire et forêt;Commission nationale d'identification;Articles D. 212-13 et D. 212-14 du code rural et de la pêche maritime;54;0;0;0;3;1;2;Commission renouvelée pour un an par le décret n° 2015-621 du 4 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’agriculture, de l’agroalimentaire et de la forêt
Agriculture, agroalimentaire et forêt;Commission nationale de prévention des accidents du travail et des maladies professionnelles des salariés agricoles;Article R. 751-154 du code rural et de la pêche maritime;28;0;0;0;1;1;1;Fusion décidée par le CIMAP du 17 juillet 2013 avec le Conseil supérieur des prestations sociales agricoles et la Commission de la prévention des accidents du travail des non-salariés agricoles.
Agriculture, agroalimentaire et forêt;Commission nationale des enseignants chercheurs relevant du ministre chargé de l'agriculture;Décret n° 92-172 du 21 février 1992 modifié relatif à la commission nationale des enseignants-chercheurs relevant du ministre chargé de l'agriculture;240;0;0;0;4;4;2;
Agriculture, agroalimentaire et forêt;Commission professionnelle consultative des métiers de l'agriculture, de la transformation, des services et de l'aménagement des espaces et de ses commissions nationales spécialisées;Article L. 335-6 du code de l'éducation Articles D. 814-48 à D. 814-51 du code rural et de la pêche maritime;56;0;0;0;20;13;14;
Agriculture, agroalimentaire et forêt;Commission relative à la procédure de dation d'immeubles en nature de bois, forêts ou espaces naturels pouvant être incorporés au domaine forestier de l'État;Article 384 A ter de l'annexe II du code général des impôts;4;0;0;0;;0;0;Suppression décidée par le CIMAP du 17 juillet 2013
Agriculture, agroalimentaire et forêt;Commission supérieure des maladies professionnelles en agriculture;Articles D. 751-19 et suivants du code rural et de la pêche maritime;31;0;0;0;3;4;3;Commission renouvelée pour 5 ans par le décret n° 2015-621 du 4 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’agriculture, de l’agroalimentaire et de la forêt
Agriculture, agroalimentaire et forêt;Conseil national d'orientation de la politique sanitaire animale et végétale;Articles D.200-2 à D.200-4 du code rural et de la pêche maritime;19;0;0;0;1;10;9;Commission renouvelée pour 5 ans par le décret n° 2015-621 du 4 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’agriculture, de l’agroalimentaire et de la forêt
Agriculture, agroalimentaire et forêt;Conseil national de l'enseignement agricole;Articles L. 814-1, L. 814-2 et R. 814-1 à R. 814-9 du code rural et de la pêche maritime;64;0;0;0;6;7;6;
Agriculture, agroalimentaire et forêt;Conseil national de l'enseignement supérieur et de la recherche agricole, agroalimentaire et vétérinaire;Articles L. 814-3, L. 814-4 et R.814-10 à R.814-30 du code rural et de la pêche maritime;45;0;0;0;6;8;6;
Agriculture, agroalimentaire et forêt;Conseil national de la spécialisation vétérinaire;Article R. 814-32 du code rural et de la pêche maritime;24;0;0;0;2;3;2;Commission renouvelée pour 5 ans par le décret n° 2015-621 du 4 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’agriculture, de l’agroalimentaire et de la forêt
Agriculture, agroalimentaire et forêt;Conseil supérieur d'orientation et de coordination de l'économie agricole et alimentaire et commissions techniques;Articles L. 611-1, R. 611-1 et D. 611-4 et suivants du code rural et de la pêche maritime;79;0;0;0;10;15;3;
Agriculture, agroalimentaire et forêt;Conseil supérieur de la forêt et du bois (Ex. : Conseil supérieur de la forêt, des produits forestiers et de la transformation du bois);Article L. 113-1 du code forestier Articles D.113-7 à R.113-10 et suivants du code forestier;62;0;0;0;0;3;1;
Agriculture, agroalimentaire et forêt;Conseil supérieur des prestations sociales agricoles;Article L731-35-1 du code rural et de la pêche maritime Articles D. 721-1 à D. 721-9 et suivants du code rural et de la pêche maritime;34;0;0;0;3;4;4;Fusion décidée par le CIMAP du 17 juillet 2013 avec la Commission de la prévention des accidents du travail des non-salariés agricoles et la Commission de la prévention des accidents du travail des salariés agricoles.
Agriculture, agroalimentaire et forêt;Observatoire de l'alimentation;Articles L. 230-3, D. 230-1 et suivants du code rural et de la pêche maritime;25;550;537;990;3;3;13;
Agriculture, agroalimentaire et forêt;Observatoire de la formation des prix et des marges des produits alimentaires;Articles L. 692-1, D. 692-1 et suivants du code rural et de la pêche maritime;35;0;0;0;4;4;4;
Agriculture, agroalimentaire et forêt;Observatoire des espaces naturels, agricoles et forestiers (Ex. : Observatoire de la consommation des espaces agricoles);Articles L. 112-1, D. 112-1-12 et suivants du code rural et de la pêche;23;0;0;0;0;1;4;
Agriculture, agroalimentaire et forêt;Observatoire national de l'enseignement agricole;Arrêté du 31 juillet 1996 modifié relatif à l'observatoire national de l'enseignement agricole;11;90;83.7;0;10;6;0;Commission renouvelée pour une durée indéterminée par le décret n° 2015-621 du 4 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l’agriculture, de l’agroalimentaire et de la forêt
Économie, industrie et numérique;Comité consultatif national de règlement amiable des différends ou litiges relatifs aux marchés publics;Article 127 du code des marchés publics Décret n° 2010-1525 du 8 décembre 2010 relatif aux comités consultatifs de règlement amiable des différends ou litiges relatifs aux marchés publics;6;12.5;14.5;0;4;6;0;Commission renouvelée pour 5 ans par le décret n° 2015-593 du 1er juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l'économie, de l'industrie et du numérique
Économie, industrie et numérique;Comité pour les métaux stratégiques;Décret n° 2011-100 du 24 janvier 2011 portant création du comité pour les métaux stratégiques;23;0;0;;1;32;;Commission renouvelée pour 5 ans par le décret n° 2015-593 du 1er juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l'économie, de l'industrie et du numérique
Économie, industrie et numérique;Commission consultative des communications électroniques;Articles L.33-4, D.99-4 et D.99-5 du code des postes et communications électroniques;24;0;0;0;3;3;3;Suppression prochaine par voie réglementaire suite à la décision du Conseil Constitutionnel n° 2015-256 L du 21 juillet 2015
Économie, industrie et numérique;Commission d'examen des pratiques commerciales;Articles L.440-1 et D.440-1 et suivants du code de commerce;42;7;6.7;4.6;3;5;4;
Économie, industrie et numérique;Commission de classement des fonctionnaires de La Poste;Décret n° 2008-58 du 17 janvier 2008 pris pour l'application aux corps de fonctionnaires de l'État et de ses établissements publics des dispositions de l'article 29-5 de la loi n° 90-568 du 2 juillet 1990 relative à l'organisation du service public de la poste et à France Télécom;9;4.8;4.2;3.8;22;19;13;
Économie, industrie et numérique;Commission de sécurité des consommateurs;Loi n° 83-660 du 21 juillet 1983 relative à la sécurité des consommateurs et modifiant diverses dispositions de la loi du 1er août 1905;15;;197;153.55;4;2;2;
Économie, industrie et numérique;Commission des annales des mines;Arrêté du 16 janvier 2009 fixant le nombre et les attributions des sections du conseil général de l'industrie, de l'énergie et des technologies;10;0;0;0;1;1;1;
Économie, industrie et numérique;Commission des clauses abusives;Articles L.534-1 et suivants et R.534-1 à R.534-3, R.534-15 à R.534-17 du code de la consommation;13;20;23.75;22.76;12;13;15;
Économie, industrie et numérique;Commission des comptes commerciaux de la Nation;Décret n° 63-100 du 8 février 1963 portant création d’une commission des comptes commerciaux de la nation Décret n° 77-297 du 27 mars 1997 portant réforme de la commission des comptes commerciaux de la nation;40;0;0;0;2;2;2;
Économie, industrie et numérique;Commission interministérielle d'examen des candidatures aux fonctions de conseiller du commerce extérieur de la France;Décret n° 2010-663 du 17 juin 2010 portant réorganisation de l'institution des conseillers du commerce extérieur de la France;18;0;0;0;2;2;2;
Économie, industrie et numérique;Commission interministérielle de coordination des réseaux et des services de communications électroniques pour la défense et la sécurité publique;Article R.1334-2 du code de la défense Arrêté du 28 mai 2001 relatif à la commission interministérielle de coordination des réseaux et des services de télécommunications pour la défense et la sécurité publique;22;0;0;0;3;3;3;Commission renouvelée pour 5 ans par le décret n° 2015-593 du 1er juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l'économie, de l'industrie et du numérique
Économie, industrie et numérique;Commission nationale des entreprises du patrimoine vivant;Décret n° 2006-595 du 23 mai 2006 relatif à l'attribution du label entreprise du patrimoine vivant Arrêté du 26 mai 2006 relatif à la procédure d'attribution du label entreprise du patrimoine vivant;22;8.3;8.3;0;7;7;0;Commission renouvelée pour 5 ans par le décret n° 2015-593 du 1er juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l'économie, de l'industrie et du numérique
Économie, industrie et numérique;Commission nationale des professions libérales;Décret n° 2011-200 du 21 février 2011 portant création de la commission nationale des professions libérales;55;-;0;0;-;0;0;Commission renouvelée pour 5 ans par le décret n° 2015-593 du 1er juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l'économie, de l'industrie et du numérique
Économie, industrie et numérique;Commission nationale des services;Décret n° 2013-666 du 23 juillet 2013 relatif à la commission nationale des services;67;-;0;13.8;-;2;10;
Économie, industrie et numérique;Commission nationale des titres-restaurant;Articles R.3262-36 et suivants du code du travail;21;739;701;677;32;48;47;
Économie, industrie et numérique;Commission de concertation du commerce;Loi n° 2015-990 du 6 août 2015 pour la croissance, l'activité et l'égalité des chances économiques;-;-;-;-;-;-;-;
Économie, industrie et numérique;Commission supérieure du service public des postes et des communications électroniques;Articles L.125 et D.570 à D.593 du code des postes et des communications électroniques;14;20.21;20.21;13.75;9;10;13;
Économie, industrie et numérique;Commissions techniques spécialisées des instruments de mesure;Décret n° 2001-387 du 3 mai 2001 relatif au contrôle des instruments de mesure Arrêté du 8 mars 2002 relatif aux commissions techniques spécialisées des instruments de mesure;57;0;0;0;1;1;2;Commission renouvelée pour 5 ans par le décret n° 2015-593 du 1er juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l'économie, de l'industrie et du numérique
Économie, industrie et numérique;Conseil consultatif de gestion du corps des administrateurs des postes et télécommunications;Décret n° 94-892 du 13 octobre 1994 portant création d'un conseil consultatif de gestion du corps des administrateurs des postes et télécommunications;9;0;0;0;1;1;1;
Économie, industrie et numérique;Conseil national de l'industrie;Décret n° 2010-596 du 3 juin 2010 relatif au conseil national de l'industrie;40;0;2;0;15;10;0;
Économie, industrie et numérique;Conseil national de la consommation;Articles D.511-1 et suivants du code de la consommation (codification du décret n° 83-642 portant création d'un conseil national de la consommation);90;0;0;0;30;27;24;
Économie, industrie et numérique;Conseil national du numérique;Décret n° 2012-1400 du 13 décembre 2012 relatif au conseil national du numérique;30;-;0;120.84;-;0;254;
Économie, industrie et numérique;Conseil national du tourisme;Articles D.122-5 et suivants du code du tourisme;204;14;5;0;80;58;0;Commission renouvelée pour 5 ans par le décret n° 2015-593 du 1er juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de l'économie, de l'industrie et du numérique L'année 2014 a constitué une année de transition au cours de laquelle la concertation, habituellement menée au sein du CNT, a eu lieu lors des Assises du Tourisme qui se sont tenues entre novembre 2013 et juin 2014. Il en résulte un coût de fonctionnement nul du CNT pour l'année 2014.
Économie, industrie et numérique;Groupe interministériel de la consommation;Article D.522-1 et suivants du code de la consommation;20;0;0;0;1;1;2;
Économie, industrie et numérique;Groupe interministériel des normes;Décret n° 2009-697 du 16 juin 2009 relatif à la normalisation;29;0;0;0;3;3;3;
Économie, industrie et numérique;Groupes d'étude des marchés;Article 132 du code des marchés publics. Arrêté du 28 août 2006 pris pour l'application de l'article 132 du code des marchés publics;441;0;0;0;149;130;102;
Économie, industrie et numérique;Observatoire économique de l'achat public;Articles 130 à 132 du code des marchés publics Arrêté du 10 novembre 2005 pris en application de l'article 130 du code des marchés publics et relatif à l'observatoire économique de l'achat public;71;0;0;0;2;3;3;
Économie, industrie et numérique;Commission d'évaluation et de contrôle de la médiation de la consommation;Ordonnance n° 2015-1033 du 20 août 2015 relative au règlement extrajudiciaire des litiges de consommation;-;-;-;-;-;-;-;
Logement, égalité des territoires et ruralité;Comité de suivi de la mise en œuvre du droit au logement opposable;Loi n° 2007-290 du 5 mars 2007 instituant le droit au logement opposable et portant diverses mesures en faveur de la cohésion sociale Décret n° 2007-295 du 5 mars 2007 instituant le comité de suivi de la mise en œuvre du droit au logement opposable;101;0;0;0;5;5;5;
Logement, égalité des territoires et ruralité;Commission chargée de l'examen du respect des obligations de réalisation de logements sociaux;Articles L. 302-9-1-1 et R. 302-26 du code de la construction et de l’habitation;13;0;0;0;1;0;0;
Logement, égalité des territoires et ruralité;Commission d'agrément des contrôleurs techniques de la construction;Décret n° 2009-681 du 12 juin 2009 relatif à l'activité de contrôle technique de la construction, pris pour l'application de l'article L. 111-25 du code de la construction et de l'habitation;14;4.9;8;6.6;5;4;7;Commission renouvelée pour une durée de 5 ans par le décret n° 2015-630 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère du logement, de l'égalité des territoires et de la ruralité
Logement, égalité des territoires et ruralité;Commission de reconnaissance de qualification pour l'exercice de la profession de géomètre-expert;Décret n° 96-478 du 31 mai 1996 portant règlement de la profession de géomètre expert et code des devoirs professionnels;13;0;0;0;3;0;1;Commission renouvelée pour une durée de 5 ans par le décret n° 2015-630 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère du logement, de l'égalité des territoires et de la ruralité
Logement, égalité des territoires et ruralité;Commission des comptes du logement;Décret n° 2010-1302 du 29 octobre 2010 relatif aux missions et aux modalités de fonctionnement de la commission des comptes du logement;34;1;1;0;5;1;1;
